,Type,Air temperature [°C],Process temperature [°C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Temperature difference [°C]
297,L,25.850000000000023,36.35000000000002,1713,25.3,124,0,0,0,0,0,0,10.5
298,H,25.75,36.35000000000002,2129,18.7,126,0,0,0,0,0,0,10.600000000000023
299,M,25.650000000000034,36.150000000000034,1567,35.6,131,0,0,0,0,0,0,10.5
300,L,25.650000000000034,36.25,1622,38.3,134,0,0,0,0,0,0,10.599999999999966
301,L,25.55000000000001,36.25,1740,27.1,136,0,0,0,0,0,0,10.699999999999989
302,H,25.650000000000034,36.25,1512,35.1,138,0,0,0,0,0,0,10.599999999999966
303,M,25.650000000000034,36.25,1479,43.5,143,0,0,0,0,0,0,10.599999999999966
304,L,25.650000000000034,36.25,1737,27.5,146,0,0,0,0,0,0,10.599999999999966
305,L,25.650000000000034,36.25,2129,19.2,148,0,0,0,0,0,0,10.599999999999966
306,L,25.650000000000034,36.25,1374,47.1,150,0,0,0,0,0,0,10.599999999999966
307,M,25.650000000000034,36.25,1579,36.6,152,0,0,0,0,0,0,10.599999999999966
308,L,25.75,36.35000000000002,1305,47.2,155,0,0,0,0,0,0,10.600000000000023
309,M,25.75,36.35000000000002,1449,40.8,157,0,0,0,0,0,0,10.600000000000023
310,H,25.850000000000023,36.450000000000045,1526,41.8,160,0,0,0,0,0,0,10.600000000000023
311,M,25.850000000000023,36.450000000000045,1453,44.1,165,0,0,0,0,0,0,10.600000000000023
312,L,25.75,36.450000000000045,1468,36.0,168,0,0,0,0,0,0,10.700000000000045
313,L,25.850000000000023,36.450000000000045,1313,50.8,170,0,0,0,0,0,0,10.600000000000023
314,M,25.75,36.35000000000002,1300,53.0,172,0,0,0,0,0,0,10.600000000000023
315,L,25.75,36.25,1646,40.6,175,0,0,0,0,0,0,10.5
316,L,25.650000000000034,36.25,1714,33.2,177,0,0,0,0,0,0,10.599999999999966
317,L,25.650000000000034,36.25,1685,28.4,179,0,0,0,0,0,0,10.599999999999966
318,L,25.650000000000034,36.25,1512,39.9,181,0,0,0,0,0,0,10.599999999999966
319,L,25.650000000000034,36.25,1612,32.1,183,0,0,0,0,0,0,10.599999999999966
320,H,25.650000000000034,36.25,1550,38.2,185,0,0,0,0,0,0,10.599999999999966
321,L,25.650000000000034,36.25,1518,32.5,190,0,0,0,0,0,0,10.599999999999966
322,L,25.650000000000034,36.35000000000002,1448,40.0,192,0,0,0,0,0,0,10.699999999999989
323,L,25.650000000000034,36.35000000000002,1561,46.3,194,0,0,0,0,0,0,10.699999999999989
324,M,25.650000000000034,36.35000000000002,1488,41.9,196,0,0,0,0,0,0,10.699999999999989
325,L,25.650000000000034,36.35000000000002,1699,27.8,199,0,0,0,0,0,0,10.699999999999989
326,L,25.55000000000001,36.35000000000002,1501,41.4,201,0,0,0,0,0,0,10.800000000000011
327,L,25.55000000000001,36.35000000000002,1373,56.7,203,1,0,0,0,1,0,10.800000000000011
328,H,25.450000000000045,36.25,1703,31.4,205,0,0,0,0,0,0,10.799999999999955
329,H,25.55000000000001,36.35000000000002,1720,29.9,210,0,0,0,0,0,0,10.800000000000011
330,M,25.450000000000045,36.25,1398,41.9,215,0,0,0,0,0,0,10.799999999999955
331,M,25.450000000000045,36.25,1391,51.9,218,0,0,0,0,0,0,10.799999999999955
332,M,25.450000000000045,36.150000000000034,1538,40.2,0,0,0,0,0,0,0,10.699999999999989
333,L,25.350000000000023,36.05000000000001,1647,31.3,3,0,0,0,0,0,0,10.699999999999989
334,M,25.350000000000023,35.950000000000045,1469,44.8,5,0,0,0,0,0,0,10.600000000000023
335,L,25.25,35.950000000000045,1749,25.9,8,0,0,0,0,0,0,10.700000000000045
336,M,25.450000000000045,36.05000000000001,1995,20.5,10,0,0,0,0,0,0,10.599999999999966
337,L,25.450000000000045,36.150000000000034,1742,27.7,13,0,0,0,0,0,0,10.699999999999989
338,L,25.350000000000023,36.05000000000001,1563,38.2,15,0,0,0,0,0,0,10.699999999999989
339,M,25.350000000000023,36.05000000000001,1713,32.2,17,0,0,0,0,0,0,10.699999999999989
340,L,25.25,35.950000000000045,1474,39.4,20,0,0,0,0,0,0,10.700000000000045
341,M,25.25,36.05000000000001,1530,32.6,22,0,0,0,0,0,0,10.800000000000011
342,L,25.25,36.05000000000001,1471,46.5,25,0,0,0,0,0,0,10.800000000000011
343,L,25.350000000000023,36.150000000000034,1388,48.6,27,0,0,0,0,0,0,10.800000000000011
344,M,25.350000000000023,36.05000000000001,2448,13.8,29,0,0,0,0,0,0,10.699999999999989
345,L,25.350000000000023,36.150000000000034,1585,32.9,32,0,0,0,0,0,0,10.800000000000011
346,M,25.350000000000023,36.150000000000034,1459,45.2,34,0,0,0,0,0,0,10.800000000000011
347,L,25.350000000000023,36.150000000000034,1544,40.8,37,0,0,0,0,0,0,10.800000000000011
348,L,25.450000000000045,36.150000000000034,1617,31.7,39,0,0,0,0,0,0,10.699999999999989
349,L,25.450000000000045,36.150000000000034,1595,34.3,41,0,0,0,0,0,0,10.699999999999989
350,H,25.450000000000045,36.150000000000034,1400,44.3,43,0,0,0,0,0,0,10.699999999999989
351,M,25.450000000000045,36.25,1611,31.0,48,0,0,0,0,0,0,10.799999999999955
352,M,25.450000000000045,36.25,1507,46.0,51,0,0,0,0,0,0,10.799999999999955
353,H,25.350000000000023,36.150000000000034,1674,30.0,54,0,0,0,0,0,0,10.800000000000011
354,L,25.450000000000045,36.150000000000034,1658,34.3,59,0,0,0,0,0,0,10.699999999999989
355,L,25.450000000000045,36.150000000000034,1623,36.9,61,0,0,0,0,0,0,10.699999999999989
356,M,25.450000000000045,36.25,1398,48.9,63,0,0,0,0,0,0,10.799999999999955
357,L,25.450000000000045,36.25,1517,34.2,66,0,0,0,0,0,0,10.799999999999955
358,M,25.450000000000045,36.150000000000034,1467,36.7,68,0,0,0,0,0,0,10.699999999999989
359,M,25.450000000000045,36.150000000000034,1567,34.6,71,0,0,0,0,0,0,10.699999999999989
360,M,25.350000000000023,36.150000000000034,1521,38.2,74,0,0,0,0,0,0,10.800000000000011
361,L,25.350000000000023,36.150000000000034,1596,36.8,77,0,0,0,0,0,0,10.800000000000011
362,H,25.450000000000045,36.150000000000034,1640,30.9,79,0,0,0,0,0,0,10.699999999999989
363,L,25.450000000000045,36.150000000000034,1438,47.8,84,0,0,0,0,0,0,10.699999999999989
364,L,25.450000000000045,36.25,1407,55.2,86,0,0,0,0,0,0,10.799999999999955
365,L,25.450000000000045,36.25,1353,57.5,88,0,0,0,0,0,0,10.799999999999955
366,M,25.450000000000045,36.35000000000002,1552,40.9,90,0,0,0,0,0,0,10.899999999999977
367,M,25.450000000000045,36.25,1569,38.3,93,0,0,0,0,0,0,10.799999999999955
368,L,25.350000000000023,36.25,1489,39.5,96,0,0,0,0,0,0,10.899999999999977
369,H,25.350000000000023,36.25,1587,36.1,98,0,0,0,0,0,0,10.899999999999977
370,M,25.350000000000023,36.150000000000034,1622,37.2,103,0,0,0,0,0,0,10.800000000000011
371,L,25.350000000000023,36.25,1604,38.1,106,0,0,0,0,0,0,10.899999999999977
372,M,25.25,36.150000000000034,1405,51.7,108,0,0,0,0,0,0,10.900000000000034
373,L,25.25,36.150000000000034,1412,42.0,111,0,0,0,0,0,0,10.900000000000034
374,L,25.25,36.150000000000034,1431,43.0,113,0,0,0,0,0,0,10.900000000000034
375,L,25.25,36.05000000000001,1533,37.4,115,0,0,0,0,0,0,10.800000000000011
376,M,25.25,36.05000000000001,1401,51.9,117,0,0,0,0,0,0,10.800000000000011
377,M,25.25,36.05000000000001,1424,53.9,120,0,0,0,0,0,0,10.800000000000011
378,L,25.150000000000034,36.05000000000001,1754,29.4,123,0,0,0,0,0,0,10.899999999999977
379,L,25.150000000000034,36.05000000000001,1754,26.8,125,0,0,0,0,0,0,10.899999999999977
380,L,25.350000000000023,36.150000000000034,2564,12.8,127,1,0,0,1,0,0,10.800000000000011
381,L,25.350000000000023,36.35000000000002,1546,40.4,129,0,0,0,0,0,0,11.0
382,L,25.350000000000023,36.35000000000002,1335,48.0,131,0,0,0,0,0,0,11.0
383,M,25.350000000000023,36.450000000000045,1842,27.0,133,0,0,0,0,0,0,11.100000000000023
384,L,25.350000000000023,36.35000000000002,1712,26.8,136,0,0,0,0,0,0,11.0
385,M,25.450000000000045,36.450000000000045,1414,45.4,138,0,0,0,0,0,0,11.0
386,L,25.450000000000045,36.55000000000001,1319,50.9,141,0,0,0,0,0,0,11.099999999999966
387,L,25.55000000000001,36.55000000000001,1249,60.4,143,0,0,0,0,0,0,11.0
388,L,25.450000000000045,36.55000000000001,1455,48.2,145,0,0,0,0,0,0,11.099999999999966
389,M,25.450000000000045,36.55000000000001,1408,54.8,147,0,0,0,0,0,0,11.099999999999966
390,L,25.450000000000045,36.55000000000001,1460,46.7,150,0,0,0,0,0,0,11.099999999999966
391,L,25.450000000000045,36.450000000000045,1491,38.1,152,0,0,0,0,0,0,11.0
392,M,25.450000000000045,36.35000000000002,1490,43.4,154,0,0,0,0,0,0,10.899999999999977
393,M,25.350000000000023,36.25,1350,52.2,157,0,0,0,0,0,0,10.899999999999977
394,L,25.350000000000023,36.25,1528,39.9,160,0,0,0,0,0,0,10.899999999999977
395,L,25.25,36.150000000000034,1571,37.7,162,0,0,0,0,0,0,10.900000000000034
396,L,25.25,36.150000000000034,1490,42.6,164,0,0,0,0,0,0,10.900000000000034
397,M,25.25,36.150000000000034,1774,28.9,166,0,0,0,0,0,0,10.900000000000034
398,H,25.25,36.150000000000034,1502,43.6,169,0,0,0,0,0,0,10.900000000000034
399,L,25.25,36.25,1392,49.7,174,0,0,0,0,0,0,11.0
400,L,25.25,36.35000000000002,2100,16.9,176,0,0,0,0,0,0,11.100000000000023
401,L,25.350000000000023,36.35000000000002,1722,30.4,178,0,0,0,0,0,0,11.0
402,L,25.25,36.450000000000045,1678,32.3,180,0,0,0,0,0,0,11.200000000000045
403,L,25.150000000000034,36.450000000000045,1273,59.8,182,0,0,0,0,0,0,11.300000000000011
404,L,25.150000000000034,36.450000000000045,1297,45.9,184,0,0,0,0,0,0,11.300000000000011
405,L,25.150000000000034,36.35000000000002,1350,57.6,186,0,0,0,0,0,0,11.199999999999989
406,L,25.25,36.450000000000045,1439,51.9,188,0,0,0,0,0,0,11.200000000000045
407,M,25.25,36.35000000000002,1600,42.1,190,0,0,0,0,0,0,11.100000000000023
408,M,25.25,36.450000000000045,1434,44.4,193,0,0,0,0,0,0,11.200000000000045
409,L,25.25,36.450000000000045,1459,41.3,196,0,0,0,0,0,0,11.200000000000045
410,M,25.350000000000023,36.450000000000045,1472,44.9,198,0,0,0,0,0,0,11.100000000000023
411,L,25.350000000000023,36.55000000000001,1429,44.3,201,0,0,0,0,0,0,11.199999999999989
412,L,25.350000000000023,36.450000000000045,1388,48.2,203,0,0,0,0,0,0,11.100000000000023
413,L,25.25,36.25,1573,34.5,205,0,0,0,0,0,0,11.0
414,L,25.25,36.25,1588,32.5,207,0,0,0,0,0,0,11.0
415,L,25.350000000000023,36.25,1511,42.8,209,0,0,0,0,0,0,10.899999999999977
416,L,25.25,36.35000000000002,1495,37.8,211,0,0,0,0,0,0,11.100000000000023
417,L,25.25,36.25,1394,50.1,213,0,0,0,0,0,0,11.0
418,L,25.25,36.25,2151,17.7,0,0,0,0,0,0,0,11.0
419,M,25.150000000000034,36.150000000000034,1501,38.2,2,0,0,0,0,0,0,11.0
420,M,25.150000000000034,36.150000000000034,1301,39.6,5,0,0,0,0,0,0,11.0
421,M,25.150000000000034,36.150000000000034,1657,31.1,8,0,0,0,0,0,0,11.0
422,L,25.150000000000034,36.150000000000034,1333,55.2,11,0,0,0,0,0,0,11.0
423,L,25.150000000000034,36.150000000000034,1484,43.9,13,0,0,0,0,0,0,11.0
424,L,25.150000000000034,36.25,1430,45.7,15,0,0,0,0,0,0,11.099999999999966
425,M,25.150000000000034,36.25,1665,28.9,17,0,0,0,0,0,0,11.099999999999966
426,L,25.25,36.35000000000002,1501,44.9,20,0,0,0,0,0,0,11.100000000000023
427,M,25.350000000000023,36.35000000000002,1496,42.2,22,0,0,0,0,0,0,11.0
428,M,25.450000000000045,36.450000000000045,1595,36.9,25,0,0,0,0,0,0,11.0
429,L,25.350000000000023,36.450000000000045,1208,62.3,28,0,0,0,0,0,0,11.100000000000023
430,L,25.350000000000023,36.450000000000045,1596,37.1,30,0,0,0,0,0,0,11.100000000000023
431,L,25.350000000000023,36.35000000000002,1446,41.9,32,0,0,0,0,0,0,11.0
432,M,25.450000000000045,36.35000000000002,1466,39.7,34,0,0,0,0,0,0,10.899999999999977
433,M,25.450000000000045,36.35000000000002,1848,23.7,37,0,0,0,0,0,0,10.899999999999977
434,M,25.350000000000023,36.35000000000002,1484,44.7,40,0,0,0,0,0,0,11.0
435,L,25.25,36.150000000000034,1493,41.2,43,0,0,0,0,0,0,10.900000000000034
436,L,25.150000000000034,36.150000000000034,1504,36.3,45,0,0,0,0,0,0,11.0
437,L,25.150000000000034,36.150000000000034,1538,38.5,47,0,0,0,0,0,0,11.0
438,L,25.25,36.25,1341,52.2,49,0,0,0,0,0,0,11.0
439,M,25.25,36.150000000000034,1535,34.6,51,0,0,0,0,0,0,10.900000000000034
440,L,25.25,36.35000000000002,1389,39.2,54,0,0,0,0,0,0,11.100000000000023
441,H,25.350000000000023,36.35000000000002,1393,46.6,56,0,0,0,0,0,0,11.0
442,L,25.25,36.35000000000002,1399,61.5,61,1,0,0,1,0,0,11.100000000000023
443,H,25.25,36.35000000000002,1469,45.1,63,0,0,0,0,0,0,11.100000000000023
444,L,25.25,36.25,1582,37.2,68,0,0,0,0,0,0,11.0
445,L,25.350000000000023,36.450000000000045,1793,26.7,70,0,0,0,0,0,0,11.100000000000023
446,L,25.350000000000023,36.450000000000045,1452,39.0,72,0,0,0,0,0,0,11.100000000000023
447,M,25.450000000000045,36.55000000000001,1376,59.9,74,0,0,0,0,0,0,11.099999999999966
448,L,25.350000000000023,36.450000000000045,1552,44.9,77,0,0,0,0,0,0,11.100000000000023
449,L,25.450000000000045,36.55000000000001,1622,37.9,79,0,0,0,0,0,0,11.099999999999966
450,M,25.450000000000045,36.55000000000001,1419,41.7,81,0,0,0,0,0,0,11.099999999999966
451,H,25.350000000000023,36.450000000000045,1440,46.1,84,0,0,0,0,0,0,11.100000000000023
452,M,25.25,36.450000000000045,1643,31.0,89,0,0,0,0,0,0,11.200000000000045
453,L,25.25,36.55000000000001,1510,36.2,92,0,0,0,0,0,0,11.300000000000011
454,L,25.25,36.55000000000001,1468,46.6,94,0,0,0,0,0,0,11.300000000000011
455,L,25.25,36.55000000000001,1429,57.4,96,0,0,0,0,0,0,11.300000000000011
456,H,25.150000000000034,36.55000000000001,1478,47.6,98,0,0,0,0,0,0,11.399999999999977
457,L,25.25,36.450000000000045,1276,53.6,103,0,0,0,0,0,0,11.200000000000045
458,L,25.150000000000034,36.450000000000045,1486,42.6,105,0,0,0,0,0,0,11.300000000000011
459,L,25.25,36.450000000000045,1476,42.3,107,0,0,0,0,0,0,11.200000000000045
460,H,25.150000000000034,36.450000000000045,1431,42.0,109,0,0,0,0,0,0,11.300000000000011
461,L,25.25,36.55000000000001,1402,40.2,114,0,0,0,0,0,0,11.300000000000011
462,L,25.25,36.55000000000001,1433,43.4,116,0,0,0,0,0,0,11.300000000000011
463,L,25.25,36.55000000000001,2874,4.2,118,1,0,0,1,0,0,11.300000000000011
464,L,25.150000000000034,36.450000000000045,1511,35.7,120,0,0,0,0,0,0,11.300000000000011
465,M,25.150000000000034,36.450000000000045,1456,42.9,122,0,0,0,0,0,0,11.300000000000011
466,L,25.05000000000001,36.35000000000002,1550,41.5,125,0,0,0,0,0,0,11.300000000000011
467,L,25.05000000000001,36.35000000000002,2182,16.5,127,0,0,0,0,0,0,11.300000000000011
468,L,25.150000000000034,36.55000000000001,1619,31.6,129,0,0,0,0,0,0,11.399999999999977
469,M,25.150000000000034,36.650000000000034,1586,32.7,131,0,0,0,0,0,0,11.5
470,H,25.150000000000034,36.650000000000034,1499,44.2,134,0,0,0,0,0,0,11.5
471,H,25.150000000000034,36.650000000000034,1419,42.4,139,0,0,0,0,0,0,11.5
472,M,25.25,36.85000000000002,1497,41.8,144,0,0,0,0,0,0,11.600000000000023
473,M,25.25,36.85000000000002,1520,37.0,147,0,0,0,0,0,0,11.600000000000023
474,L,25.25,36.950000000000045,1478,49.8,150,0,0,0,0,0,0,11.700000000000045
475,L,25.25,36.950000000000045,1380,41.1,152,0,0,0,0,0,0,11.700000000000045
476,L,25.25,36.85000000000002,1570,37.9,154,0,0,0,0,0,0,11.600000000000023
477,H,25.25,36.85000000000002,1468,41.4,156,0,0,0,0,0,0,11.600000000000023
478,L,25.25,36.85000000000002,1833,22.6,161,0,0,0,0,0,0,11.600000000000023
479,M,25.25,36.75,1323,57.3,163,0,0,0,0,0,0,11.5
480,L,25.25,36.85000000000002,1583,32.0,166,0,0,0,0,0,0,11.600000000000023
481,M,25.150000000000034,36.85000000000002,1556,39.5,168,0,0,0,0,0,0,11.699999999999989
482,L,25.150000000000034,36.85000000000002,1548,37.4,171,0,0,0,0,0,0,11.699999999999989
483,L,25.25,36.85000000000002,1324,56.9,173,0,0,0,0,0,0,11.600000000000023
484,L,25.25,36.85000000000002,1568,33.7,175,0,0,0,0,0,0,11.600000000000023
485,M,25.25,36.85000000000002,1685,30.7,177,0,0,0,0,0,0,11.600000000000023
486,M,25.25,36.950000000000045,1582,35.9,180,0,0,0,0,0,0,11.700000000000045
487,M,25.25,36.950000000000045,1463,35.0,183,0,0,0,0,0,0,11.700000000000045
488,L,25.25,37.05000000000001,1584,42.8,186,0,0,0,0,0,0,11.800000000000011
489,M,25.350000000000023,37.05000000000001,1347,55.8,188,0,0,0,0,0,0,11.699999999999989
490,L,25.25,37.05000000000001,1459,37.9,191,0,0,0,0,0,0,11.800000000000011
491,L,25.25,37.05000000000001,1420,45.6,193,0,0,0,0,0,0,11.800000000000011
492,L,25.350000000000023,37.150000000000034,1404,43.5,195,0,0,0,0,0,0,11.800000000000011
493,L,25.350000000000023,37.150000000000034,1470,38.8,197,0,0,0,0,0,0,11.800000000000011
494,L,25.450000000000045,37.25,1326,49.8,199,0,0,0,0,0,0,11.799999999999955
495,H,25.350000000000023,37.150000000000034,1459,49.7,201,0,0,0,0,0,0,11.800000000000011
496,M,25.350000000000023,37.05000000000001,1530,40.0,206,0,0,0,0,0,0,11.699999999999989
497,L,25.25,36.85000000000002,1505,39.2,209,0,0,0,0,0,0,11.600000000000023
498,L,25.350000000000023,36.950000000000045,1611,30.2,211,0,0,0,0,0,0,11.600000000000023
499,L,25.350000000000023,36.950000000000045,1515,35.1,213,0,0,0,0,0,0,11.600000000000023
500,M,25.350000000000023,37.05000000000001,1804,27.4,215,0,0,0,0,0,0,11.699999999999989
501,M,25.450000000000045,37.150000000000034,1464,46.2,218,0,0,0,0,0,0,11.699999999999989
502,L,25.450000000000045,37.05000000000001,1390,43.3,221,0,0,0,0,0,0,11.599999999999966
503,M,25.450000000000045,37.05000000000001,1442,48.1,0,0,0,0,0,0,0,11.599999999999966
504,M,25.450000000000045,37.150000000000034,1529,41.9,3,0,0,0,0,0,0,11.699999999999989
505,L,25.450000000000045,37.150000000000034,1610,35.0,6,0,0,0,0,0,0,11.699999999999989
506,L,25.450000000000045,37.150000000000034,1543,34.3,8,0,0,0,0,0,0,11.699999999999989
507,H,25.650000000000034,37.25,1445,48.2,10,0,0,0,0,0,0,11.599999999999966
508,L,25.55000000000001,37.150000000000034,1893,24.6,15,0,0,0,0,0,0,11.600000000000023
509,M,25.450000000000045,37.150000000000034,1415,41.3,17,0,0,0,0,0,0,11.699999999999989
510,L,25.350000000000023,37.150000000000034,1564,37.5,20,0,0,0,0,0,0,11.800000000000011
511,L,25.350000000000023,37.150000000000034,1479,39.4,22,0,0,0,0,0,0,11.800000000000011
512,L,25.350000000000023,37.05000000000001,1426,44.8,24,0,0,0,0,0,0,11.699999999999989
513,L,25.25,37.05000000000001,1428,38.8,26,0,0,0,0,0,0,11.800000000000011
514,L,25.25,37.05000000000001,1620,33.2,28,0,0,0,0,0,0,11.800000000000011
515,L,25.350000000000023,37.05000000000001,1715,28.0,30,0,0,0,0,0,0,11.699999999999989
516,L,25.350000000000023,37.150000000000034,1732,29.9,32,0,0,0,0,0,0,11.800000000000011
517,M,25.350000000000023,37.25,1391,58.2,34,0,0,0,0,0,0,11.899999999999977
518,L,25.450000000000045,37.35000000000002,1924,20.6,37,0,0,0,0,0,0,11.899999999999977
519,M,25.55000000000001,37.35000000000002,2027,19.8,39,0,0,0,0,0,0,11.800000000000011
520,L,25.450000000000045,37.35000000000002,1617,36.2,42,0,0,0,0,0,0,11.899999999999977
521,L,25.350000000000023,37.25,1497,35.8,44,0,0,0,0,0,0,11.899999999999977
522,M,25.350000000000023,37.35000000000002,1448,43.7,46,0,0,0,0,0,0,12.0
523,L,25.25,37.25,1401,45.9,49,0,0,0,0,0,0,12.0
524,L,25.25,37.25,1620,35.4,51,0,0,0,0,0,0,12.0
525,L,25.25,37.25,1466,45.5,53,0,0,0,0,0,0,12.0
526,L,25.450000000000045,37.35000000000002,1373,50.6,55,0,0,0,0,0,0,11.899999999999977
527,M,25.450000000000045,37.450000000000045,1592,35.8,57,0,0,0,0,0,0,12.0
528,M,25.350000000000023,37.35000000000002,1553,42.4,60,0,0,0,0,0,0,12.0
529,L,25.450000000000045,37.35000000000002,1569,36.2,63,0,0,0,0,0,0,11.899999999999977
530,M,25.450000000000045,37.35000000000002,1709,32.2,65,0,0,0,0,0,0,11.899999999999977
531,L,25.450000000000045,37.35000000000002,1549,34.9,68,0,0,0,0,0,0,11.899999999999977
532,L,25.350000000000023,37.25,1443,45.4,70,0,0,0,0,0,0,11.899999999999977
533,L,25.350000000000023,37.150000000000034,1675,29.8,72,0,0,0,0,0,0,11.800000000000011
534,L,25.350000000000023,37.150000000000034,1623,33.4,74,0,0,0,0,0,0,11.800000000000011
535,H,25.25,37.150000000000034,1365,52.4,76,0,0,0,0,0,0,11.900000000000034
536,L,25.25,37.150000000000034,1759,24.8,81,0,0,0,0,0,0,11.900000000000034
537,H,25.25,37.150000000000034,1516,43.0,83,0,0,0,0,0,0,11.900000000000034
538,M,25.25,37.150000000000034,1499,36.8,88,0,0,0,0,0,0,11.900000000000034
539,M,25.25,37.150000000000034,1775,25.8,91,0,0,0,0,0,0,11.900000000000034
540,L,25.25,37.25,1473,45.5,94,0,0,0,0,0,0,12.0
541,L,25.25,37.25,1296,52.3,96,0,0,0,0,0,0,12.0
542,L,25.350000000000023,37.25,1803,24.7,98,0,0,0,0,0,0,11.899999999999977
543,H,25.350000000000023,37.150000000000034,1563,36.1,100,0,0,0,0,0,0,11.800000000000011
544,M,25.350000000000023,37.25,1831,26.6,105,0,0,0,0,0,0,11.899999999999977
545,L,25.450000000000045,37.25,1958,22.1,108,0,0,0,0,0,0,11.799999999999955
546,L,25.350000000000023,37.25,1809,24.3,110,0,0,0,0,0,0,11.899999999999977
547,M,25.350000000000023,37.25,1482,39.3,112,0,0,0,0,0,0,11.899999999999977
548,L,25.25,37.150000000000034,1332,53.2,115,0,0,0,0,0,0,11.900000000000034
549,L,25.25,37.05000000000001,1437,40.4,117,0,0,0,0,0,0,11.800000000000011
550,L,25.25,37.05000000000001,1698,29.4,119,0,0,0,0,0,0,11.800000000000011
551,L,25.25,37.05000000000001,1274,54.3,121,0,0,0,0,0,0,11.800000000000011
552,M,25.25,37.150000000000034,1622,35.0,123,0,0,0,0,0,0,11.900000000000034
553,M,25.25,37.150000000000034,1564,36.0,126,0,0,0,0,0,0,11.900000000000034
554,H,25.350000000000023,37.25,1368,45.3,129,0,0,0,0,0,0,11.899999999999977
555,M,25.25,37.25,1539,42.2,134,0,0,0,0,0,0,12.0
556,L,25.350000000000023,37.25,1357,50.1,137,0,0,0,0,0,0,11.899999999999977
557,M,25.350000000000023,37.25,1433,48.3,139,0,0,0,0,0,0,11.899999999999977
558,L,25.350000000000023,37.25,1650,34.6,142,0,0,0,0,0,0,11.899999999999977
559,L,25.350000000000023,37.25,1503,40.6,144,0,0,0,0,0,0,11.899999999999977
560,L,25.350000000000023,37.25,1318,58.2,146,0,0,0,0,0,0,11.899999999999977
561,M,25.350000000000023,37.25,1678,34.4,148,0,0,0,0,0,0,11.899999999999977
562,L,25.450000000000045,37.35000000000002,1574,30.9,151,0,0,0,0,0,0,11.899999999999977
563,L,25.55000000000001,37.450000000000045,1529,35.2,153,0,0,0,0,0,0,11.900000000000034
564,H,25.450000000000045,37.450000000000045,1669,32.1,155,0,0,0,0,0,0,12.0
565,H,25.55000000000001,37.55000000000001,1570,35.8,160,0,0,0,0,0,0,12.0
566,M,25.450000000000045,37.55000000000001,1541,33.7,165,0,0,0,0,0,0,12.099999999999966
567,M,25.55000000000001,37.55000000000001,1680,30.2,168,0,0,0,0,0,0,12.0
568,L,25.650000000000034,37.55000000000001,1935,22.1,171,0,0,0,0,0,0,11.899999999999977
